user,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,url
yusnitaYusof3,2022-01-30 16:25:52+00:00,en,1,0,0,0,"@victon_streams @VICTON1109 @UP10TION I hope more Alices joining stream on various music platforms e.g melon, bugs, soribada etc.. cause to win , need digital score almost 45-50%.. hope many k-alices support and k-netz.. need to increase sales album and voting team too", 
iyke_nwabuko,2022-01-30 12:35:11+00:00,en,5,0,0,1,@gozy_stan @genakhena He renovated the pitch and installed new digital score board and would maintain it for another 2 years, 
kyuoala_,2022-01-30 04:53:37+00:00,en,0,0,0,0,and I know we all want TRSR 1st win but pls let's stop creating unrealistic goals for now. the fandom is still not that big. 7M views after 24hrs is fine as long as we are consistent for our digital score. lets give @treasuremembers the first win they deserve but long overdue 💖 https://t.co/LIToB9sJix,
JustDoItUnivrs,2022-01-30 03:30:51+00:00,en,179,7,0,132,"[ALBUM SALES] 💿

Tracking period for MUSIC BANK (Feb 4) ends on Today 11:59PM KST! ⚠️

Remember that we need to buy lot of albums to compensate low digital score! ⚠️

Place your orders here &amp; get a chance to win a video call with #PENTAGON 
📆 Event closes at 11:59PM as well! https://t.co/XZVCiNLhTG https://t.co/GqsING9QMd",
misiskino,2022-01-30 00:13:28+00:00,en,0,0,1,0,Staying at #1 in the v0ting sites is not what we only need. We have to have BIG gap in order to have bigger score and lessen our competitor's score. It is also to compensate the categories that we are low at esp our digital score. SO PLS V0TE AS MUCH AS POSSIBLE HUHU, 
JustDoItUnivrs,2022-01-29 23:20:31+00:00,en,53,2,2,57,"[QUICK POLL] ⚠️
GENIE &amp; MELON BULK ORDER

UNIS! 🙌
We are now organizing a form to make a bulk order and we need to check how many of you can purchase! 

Q: Who is willing to buy a pass to increase #PENTAGON   digital score for WEEK 2 (Monday)?  
#INVITE_U   @CUBE_PTG", 
IraTiny21,2022-01-29 14:28:04+00:00,en,8,0,0,2,"Like everybody can stream.its easy peasy even tk pahm Hangul tkpe,rmai MYtiny boleh tlg utk setup.once da start mmg sng sgt just leave the playlist tu.we just need more streamers so that our digital score will be higher this time around.need all hands on deck
#mytinyspacedigital", 
S2oulmatz,2022-01-29 14:27:41+00:00,in,14,0,1,18,Mmg smua mushow digital score plg highest sbb tu kita nak sgt ramai yg join. Half score ja dia dh balun dkt dia sorg 🤧 #mytinyspacedigital https://t.co/WrOcE5xolm,
aro2n_kim10,2022-01-29 09:46:47+00:00,en,0,0,0,0,@itgirliushi @KshowAnalysis In the recent mubank IVE also has higher digital score than IU yet they still didnt win😭, 
jenniefirst161,2022-01-28 15:51:57+00:00,en,0,0,0,0,@lisaeIite The digital score is so low that it is impossible to get any more trophies at the music show.  But fans still want their idols to join in order to be humiliated?, 
